good	好的	/ɡʊd/
seriously	认真地	/ˈsɪriəsli/
give	给	/ɡɪv/
news	新闻	/nuz/
soap	肥皂	/soʊp/
educational	教育的	/ˌɛdʒəˈkeɪʃənl/
plan	计划	/plæn/
hope	希望	/hoʊp/
discussion	讨论	/dɪˈskʌʃn/
stand	站立	/stænd/
happen	发生	/ˈhæpən/
expect	期望	/ɪkˈspɛkt/
joke	笑话	/dʒoʊk/
comedy	喜剧	/ˈkɑːmədi/
meaningless	无意义的	/ˈmiːnɪŋləs/
action	行动	/ˈækʃn/
cartoon	卡通	/kɑːrˈtuːn/
culture	文化	/ˈkʌltʃər/
famous	著名的	/ˈfeɪməs/
appear	出现	/əˈpɪr/
become	成为	/bɪˈkʌm/
rich	富有的	/rɪtʃ/
successful	成功的	/səkˈsɛsfəl/
might	可能	/maɪt/
main	主要的	/meɪn/
reason	原因	/ˈriːzn/
film	电影	/fɪlm/
unlucky	不幸的	/ʌnˈlʌki/
lose	失去	/luːz/
ready	准备好的	/ˈrɛdi/
character	角色	/ˈkærəktər/
simple	简单的	/ˈsɪmpl/
army	军队	/ˈɑːrmi/
dress	穿着	/drɛs/
doctor	医生	/ˈdɑːktər/
engineer	工程师	/ˌɛndʒɪˈnɪr/
violinist	小提琴家	/ˈvaɪəlɪnɪst/
pianist	钢琴家	/ˈpiənɪst/
scientist	科学家	/ˈsaɪəntɪst/
college	大学	/ˈkɑːlɪdʒ/
education	教育	/ˌɛdʒʊˈkeɪʃn/
medicine	医学	/ˈmɛdəsɪn/
university	大学	/ˌjuːnɪˈvɜːrsəti/
article	文章	/ˈɑːrtɪkl/
send	发送	/sɛnd/
resolution	决议	/ˌrɛzəˈluːʃn/
foreign	外国的	/ˈfɔːrən/
able	能够	/ˈeɪbəl/
discuss	讨论	/dɪˈskʌs/
promise	承诺	/ˈprɑːmɪs/
beginning	开始	/bɪˈɡɪnɪŋ/
improve	改善	/ɪmˈpruːv/
physical	身体的	/ˈfɪzɪkl/
hobby	爱好	/ˈhɑːbi/
own	拥有	/oʊn/
personal	个人的	/ˈpɜːrsənl/
relationship	关系	/rɪˈleɪʃənˌʃɪp/
agree	同意	/əˈɡriː/
paper	纸	/ˈpeɪpər/
pollution	污染	/pəˈluːʃən/
prediction	预测	/prɪˈdɪkʃən/
future	未来	/ˈfjuːtʃər/
pollute	污染	/pəˈluːt/
environment	环境	/ɪnˈvaɪrənmənt/
earth	地球	/ɜːrθ/
plant	植物	/plænt/
part	部分	/pɑːrt/
peace	和平	/piːs/
sky	天空	/skaɪ/
astronaut	宇航员	/ˈæstrəˌnɔːt/
apartment	公寓	/əˈpɑːrtmənt/
rocket	火箭	/ˈrɑːkɪt/
space	空间	/speɪs/
even	甚至	/ˈiːvən/
human	人类	/ˈhjuːmən/
dangerous	危险的	/ˈdeɪndʒərəs/
already	已经	/ɔːlˈrɛdi/
factory	工厂	/ˈfæktəri/
believe	相信	/bɪˈliːv/
disagree	不同意	/ˌdɪsəˈɡriː/
shape	形状	/ʃeɪp/
fall	下降	/fɔːl/
possible	可能的	/ˈpɑːsəbəl/
probably	可能	/ˈprɑːbəbli/
holiday	假期	/ˈhɑːləˌdeɪ/
word	单词	/wɜːrd/
hundreds	数百	/ˈhʌndrədz/
pour	倒	/pɔːr/
yogurt	酸奶	/ˈjoʊɡərt/
yoga	瑜伽	/ˈjoʊɡə/
watermelon	西瓜	/ˈwɔːtərˌmɛlən/
add	添加	/æd/
finally	最后	/ˈfaɪnəli/
cheese	奶酪	/tʃiːz/
popcorn	爆米花	/ˈpɒpkɔːrn/
machine	机器	/məˈʃiːn/
sandwich	三明治	/ˈsændwɪtʃ/
butter	黄油	/ˈbʌtər/
piece	块	/piːs/
traditional	传统的	/trəˈdɪʃənəl/
traveler	旅行者	/ˈtrævələr/
England	英格兰	/ˈɪŋɡlənd/
celebrate	庆祝	/ˈsɛləˌbreɪt/
pepper	胡椒	/ˈpɛpər/
cover	覆盖	/ˈkʌvər/
gravity	重力	/ˈɡrævəti/
serve	服务	/sɜːrv/
temperature	温度	/ˈtɛmpərətʃər/
prepare	准备	/prɪˈpɛr/
exam	考试	/ɪɡˈzæm/
available	可用的	/əˈveɪləbl/
hang	挂	/hæŋ/
until	直到	/ənˈtɪl/
catch	抓住	/kætʃ/
invite	邀请	/ɪnˈvaɪt/
accept	接受	/əkˈsɛpt/
refuse	拒绝	/rɪˈfjuz/
invitation	邀请	/ˌɪnvɪˈteɪʃən/
reply	回复	/rɪˈplaɪ/
forward	转发	/ˈfɔrwərd/
delete	删除	/dɪˈlit/
preparation	准备	/ˌprɛpəˈreɪʃən/
opening	开幕	/ˈoʊpənɪŋ/
guest	客人	/ɡɛst/
concert	音乐会	/ˈkɑːnsərt/
headmaster	校长	/ˈhɛdmæstər/
event	事件	/ɪˈvɛnt/
calendar	日历	/ˈkæləndər/
video	视频	/ˈvɪdioʊ/
organize	组织	/ˈɔːrɡənaɪz/
chocolate	巧克力	/ˈtʃɔklət/
upset	不安	/ʌpˈsɛt/
advice	建议	/ədˈvaɪs/
travel	旅行	/ˈtrævəl/
agent	代理人	/ˈeɪdʒənt/
teenager	青少年	/ˈtiːneɪdʒər/
unless	除非	/ənˈlɛs/
certainly	当然	/ˈsɜːrtənli/
wallet	钱包	/ˈwɔlɪt/
worried	担心	/ˈwɜːrid/
angry	生气	/ˈæŋɡri/
careless	粗心	/ˈkɛrləs/
understanding	理解	/ˌʌndərˈstændɪŋ/
trust	信任	/trʌst/
mistake	错误	/mɪˈsteɪk/
advise	建议	/ədˈvaɪz/
solve	解决	/sɑlv/
experience	经验	/ɪkˈspɪriəns/
halfway	中途	/ˈhæfˌweɪ/
else	其他	/ɛls/
matter	事情	/ˈmætər/
what's	什么是	/wɑts/
stomach	胃	/ˈstʌmək/
ache	疼痛	/eɪk/
stomachache	胃痛	/ˈstʌməkˌeɪk/
feet	脚	/fiːt/
foot	脚	/fʊt/
neck	脖子	/nɛk/
throat	喉咙	/θroʊt/
lie	说谎	/laɪ/
rest	休息	/rɛst/
x-ray	X光	/ˈɛks reɪ/
toothache	牙痛	/ˈtuːθeɪk/
headache	头痛	/ˈhɛdˌeɪk/
hurt	受伤	/hɜrt/
passenger	乘客	/ˈpæsənʤər/
off	离开	/ɔf/
onto	到...上	/ˈɑntu/
trouble	麻烦	/ˈtrʌbəl/
hit	打	/hɪt/
herself	她自己	/hərˈsɛlf/
sick	生病	/sɪk/
knee	膝盖	/ni/
nosebleed	鼻血	/noʊzˈblid/
breathe	呼吸	/brið/
sunburned	晒伤	/ˈsʌnˌbɜrnd/
ourselves	我们自己	/aʊrˈsɛlvz/
climber	攀登者	/ˈklaɪmər/
risk	风险	/rɪsk/
accident	事故	/ˈæksədənt/
situation	情况	/ˌsɪʧuˈeɪʃən/
kg	千克	/keɪˈɡi/
kilogram	千克	/ˈkɪloʊˌɡræm/
rock	岩石	/rɑk/
knife	刀	/naɪf/
blood	血	/blʌd/
mean	意思是	/min/
importance	重要性	/ɪmˈpɔrtəns/
decision	决定	/dɪˈsɪʒən/
control	控制	/kənˈtroʊl/
spirit	精神	/ˈspɪrɪt/
death	死亡	/dɛθ/
nurse	护士	/nɜrs/
cheer	欢呼	/ʧɪr/
volunteer	志愿者	/ˌvɑlənˈtɪr/
sign	标志	/saɪn/
notice	通知	/ˈnoʊtɪs/
used	使用	/juzd/
lonely	孤独	/ˈloʊnli/
several	几个	/ˈsɛvərəl/
strong	强壮	/strɔŋ/
feeling	感觉	/ˈfilɪŋ/
satisfaction	满意	/ˌsætɪsˈfækʃən/
joy	喜悦	/dʒɔɪ/
owner	所有者	/ˈoʊnər/
journey	旅程	/ˈʤɜrni/
raise	提高	/reɪz/
alone	独自	/əˈloʊn/
repair	修理	/rɪˈper/
fix	修理	/fɪks/
broken	破碎的	/ˈbroʊkən/
wheel	轮子	/wiːl/
letter	信	/ˈlɛtər/
disabled	残疾的	/dɪsˈeɪbəld/
blind	盲的	/blaɪnd/
deaf	聋的	/dɛf/
imagine	想象	/ɪˈmædʒɪn/
difficulty	困难	/ˈdɪfɪkəlti/
open	打开	/ˈoʊpən/
door	门	/dɔːr/
carry	携带	/ˈkæri/
training	训练	/ˈtreɪnɪŋ/
excited	兴奋的	/ɪkˈsaɪtɪd/
kindness	善良	/ˈkaɪndnəs/
clever	聪明的	/ˈklɛvər/
understand	理解	/ˌʌndərˈstænd/
change	改变	/tʃeɪndʒ/
interest	兴趣	/ˈɪntrəst/
sir	先生	/sɜːr/
madam	夫人	/ˈmædəm/
rubbish	垃圾	/ˈrʌbɪʃ/
fold	折叠	/foʊld/
mess	混乱	/mɛs/
throw	扔	/θroʊ/
neither	也不	/ˈniːðər/
shirt	衬衫	/ʃɜːrt/
pass	通过	/pæs/
borrow	借	/ˈbɑːroʊ/
lend	借	/lɛnd/
finger	手指	/ˈfɪŋɡər/
hate	讨厌	/heɪt/
while	当	/waɪl/
stress	压力	/strɛs/
waste	浪费	/weɪst/
provide	提供	/prəˈvaɪd/
anyway	无论如何	/ˈɛniˌweɪ/
depend	依赖	/dɪˈpɛnd/
develop	发展	/dɪˈvɛləp/
independent	独立的	/ˌɪndɪˈpɛndənt/
independents	独立的	/ˌɪndɪˈpɛndənts/
independence	独立	/ˌɪndɪˈpɛndəns/
fair	公平	/fɛr/
unfair	不公平	/ʌnˈfɛr/
fairness	公正	/ˈfɛrnəs/
since	自从	/sɪns/
neighbor	邻居	/ˈneɪbər/
ill	生病的	/ɪl/
drop	放下	/drɑːp/
allow	允许	/əˈlaʊ/
wrong	错误的	/rɔːŋ/
midnight	午夜	/ˈmɪdnaɪt/
guess	猜测	/ɡes/
deal	交易	/diːl/
relation	关系	/rɪˈleɪʃn/
communicate	沟通	/kəˈmjuːnɪkeɪt/
communication	交流	/kəˌmjuːnɪˈkeɪʃn/
argue	争论	/ˈɑːrɡjuː/
cloud	云	/klaʊd/
elder	年长的	/ˈɛldər/
instead	代替	/ɪnˈstɛd/
whatever	无论什么	/wətˈɛvər/
nervous	紧张的	/ˈnɜːrvəs/
offer	提供	/ˈɔːfər/
proper	适当的	/ˈprɑːpər/
secondly	第二	/ˈsɛkəndli/
explain	解释	/ɪkˈspleɪn/
clear	清楚的	/klɪr/
copy	复制	/ˈkɑːpi/
return	返回	/rɪˈtɜːrn/
anymore	再也不	/ˌɛniˈmɔːr/
member	成员	/ˈmɛmbər/
pressure	压力	/ˈprɛʃər/
compete	竞争	/kəmˈpiːt/
opinion	意见	/əˈpɪnjən/
skill	技能	/skɪl/
typical	典型的	/ˈtɪpɪkl/
football	足球	/ˈfʊtˌbɔːl/
quick	快速的	/kwɪk/
continue	继续	/kənˈtɪnjuː/
compare	比较	/kəmˈpɛr/
crazy	疯狂的	/ˈkreɪzi/
development	发展	/dɪˈvɛləpmənt/
cause	原因	/kɔːz/
usual	通常的	/ˈjuːʒuəl/
perhaps	也许	/pərˈhæps/
rainstorm	暴风雨	/ˈreɪnˌstɔːrm/
alarm	警报	/əˈlɑːrm/
begin	开始	/bɪˈɡɪn/
heavily	沉重地	/ˈhɛvəli/
suddenly	突然	/ˈsʌdənli/
strange	奇怪的	/streɪndʒ/
storm	暴风雨	/stɔːrm/
wind	风	/wɪnd/
light	轻的	/laɪt/
report	报告	/rɪˈpɔːrt/
area	区域	/ˈɛriə/
wood	木头	/wʊd/
window	窗户	/ˈwɪndoʊ/
flashlight	手电筒	/ˈflæʃˌlaɪt/
match	火柴	/mætʃ/
beat	打	/bit/
against	反对	/əˈɡɛnst/
asleep	睡着的	/əˈsliːp/
rise	上升	/raɪz/
fallen	倒下的	/ˈfɔːlən/
kid	孩子	/kɪd/
realize	意识到	/ˈriːəˌlaɪz/
passage	通道	/ˈpæsɪdʒ/
completely	完全地	/kəmˈpliːtli/
shocked	震惊的	/ʃɑkt/
silence	沉默	/ˈsaɪləns/
recently	最近	/ˈriːsəntli/
terrorist	恐怖分子	/ˈtɛrərɪst/
date	日期	/deɪt/
tower	塔	/ˈtaʊər/
truth	真相	/truːθ/
shoot	射击	/ʃut/
stone	石头	/stoʊn/
weak	虚弱的	/wik/
god	上帝	/ɡɑd/
remind	提醒	/rɪˈmaɪnd/
object	物体	/ˈɑbdʒɛkt/
hide	隐藏	/haɪd/
tail	尾巴	/teɪl/
magic	魔法	/ˈmædʒɪk/
stick	棍子	/stɪk/
sticky	粘的	/ˈstɪki/
excite	激动	/ɪkˈsaɪt/
western	西方的	/ˈwɛstərn/
stepsister	继妹	/ˈstɛpˌsɪstər/
fit	适合	/fɪt/
couple	夫妇	/ˈkʌpəl/
smile	微笑	/smaɪl/
marry	结婚	/ˈmæri/
gold	黄金	/ɡoʊld/
emperor	皇帝	/ˈɛmpərər/
silk	丝绸	/sɪlk/
nobody	没有人	/ˈnoʊˌbɑdi/
stupid	愚蠢的	/ˈstuːpɪd/
cheat	欺骗	/tʃit/
stepmother	继母	/ˈstɛpˌmʌðər/
wife	妻子	/waɪf/
husband	丈夫	/ˈhʌzbənd/
whole	整个	/hoʊl/
scene	场景	/sin/
moonlight	月光	/ˈmunˌlaɪt/
shine	闪耀	/ʃaɪn/
bright	明亮的	/braɪt/
ground	地面	/ɡraʊnd/
lead	领导	/liːd/
voice	声音	/vɔɪs/
brave	勇敢的	/breɪv/
square	正方形	/skwɛr/
meter	米	/ˈmiːtər/
deep	深的	/diːp/
desert	沙漠	/ˈdɛzərt/
population	人口	/ˌpɑpjəˈleɪʃən/
asia	亚洲	/ˈeɪʒə/
tour	旅游	/tʊr/
wall	墙	/wɔːl/
amazing	令人惊奇的	/əˈmeɪzɪŋ/
protect	保护	/prəˈtɛkt/
wide	宽的	/waɪd/
achieve	实现	/əˈtʃiːv/
achievement	成就	/əˈtʃiːvmənt/
southwestern	西南的	/ˌsaʊθˈwɛstərn/
include	包括	/ɪnˈkluːd/
freezing	冰冻的	/ˈfriːzɪŋ/
condition	条件	/kənˈdɪʃən/
succeed	成功	/səkˈsid/
challenge	挑战	/ˈtʃælɪndʒ/
force	力量	/fɔːrs/
nature	自然	/ˈneɪtʃər/
ocean	海洋	/ˈoʊʃən/
cm	厘米	/ˈsiːˈɛm/
weight	重量	/weɪt/
birth	出生	/bɜːrθ/
adult	成年人	/əˈdʌlt/
research	研究	/rɪˈsɜːrtʃ/
awake	醒着的	/əˈweɪk/
excitement	兴奋	/ɪkˈsaɪtmənt/
illness	疾病	/ˈɪlnəs/
remaining	剩余的	/rɪˈmeɪnɪŋ/
artwork	艺术品	/ˈɑːrtwɜːrk/
wild	野生的	/waɪld/
government	政府	/ˈɡʌvərnmənt/
whale	鲸鱼	/weɪl/
protection	保护	/prəˈtɛkʃən/
huge	巨大的	/hjuːdʒ/
dynasty	朝代	/ˈdaɪnəsti/
base	基地	/beɪs/
island	岛屿	/ˈaɪlənd/
classic	经典的	/ˈklæsɪk/
page	页	/peɪdʒ/
hurry	匆忙	/ˈhɜːri/
due	到期	/djuː/
ship	船	/ʃɪp/
tool	工具	/tuːl/
gun	枪	/ɡʌn/
mark	标记	/mɑːrk/
sand	沙子	/sænd/
towards	朝向	/təˈwɔːrdz/
technology	技术	/tɛkˈnɑːlədʒi/
French	法国的	/frɛntʃ/
band	乐队	/bænd/
forever	永远	/fəˈrɛvər/
actually	实际上	/ˈæktʃuəli/
southern	南方的	/ˈsʌðərn/
modern	现代的	/ˈmɑːdərn/
success	成功	/səkˈsɛs/
belong	属于	/bɪˈlɔŋ/
laughter	笑声	/ˈlæftər/
beauty	美丽	/ˈbjuti/
million	百万	/ˈmɪljən/
record	记录	/ˈrɛkɔːrd/
introduce	介绍	/ˌɪntəˈdus/
line	线	/laɪn/
amusement	娱乐	/əˈmjuːzmənt/
somewhere	某处	/ˈsʌmˌwɛr/
camera	相机	/ˈkæmərə/
invention	发明	/ɪnˈvɛnʃən/
invent	发明	/ɪnˈvɛnt/
unbelievable	难以置信的	/ˌʌnbɪˈliːvəbəl/
progress	进步	/ˈprɑːɡrɛs/
rapid	迅速的	/ˈræpɪd/
unusual	不寻常的	/ʌnˈjuːʒuəl/
toilet	厕所	/ˈtɔɪlət/
encourage	鼓励	/ɪnˈkɜːrɪdʒ/
social	社交的	/ˈsoʊʃəl/
peaceful	和平的	/ˈpiːsfəl/
performance	表演	/pərˈfɔːrməns/
perfect	完美的	/ˈpɜːrfɪkt/
itself	它自己	/ɪtˈsɛlf/
collect	收集	/kəˈlɛkt/
German	德国的	/ˈdʒɜːrmən/
theme	主题	/θiːm/
province	省	/ˈprɑːvɪns/
thousand	千	/ˈθaʊzənd/
thousands	成千上万	/ˈθaʊzəndz/
safe	安全的	/seɪf/
simply	简单地	/ˈsɪmpli/
fear	害怕	/fɪr/
whether	是否	/ˈwɛðər/
Indian	印度的	/ˈɪndiən/
Japanese	日本的	/ˌdʒæpəˈniːz/
frog	青蛙	/frɔːɡ/
whenever	无论何时	/wɛnˈɛvər/
spring	春天	/sprɪŋ/
mostly	大多数	/ˈmoʊstli/
location	位置	/loʊˈkeɪʃən/
yard	院子	/jɑːrd/
sweet	甜的	/swiːt/
memory	记忆	/ˈmɛməri/
toy	玩具	/tɔɪ/
bear	熊	/bɛr/
maker	制造者	/ˈmeɪkər/
bread	面包	/brɛd/
soft	软的	/sɔft/
check	检查	/tʃɛk/
junior	初级的	/ˈdʒunɪər/
bedroom	卧室	/ˈbɛdruːm/
certain	确定的	/ˈsɜːrtn/
honest	诚实的	/ˈɑːnɪst/
truthful	真实的	/ˈtruːθfəl/
hometown	家乡	/ˈhoʊmtaʊn/
nowadays	现在	/ˈnaʊədeɪz/
search	搜索	/sɜːrtʃ/
among	在...之中	/əˈmʌŋ/
shame	羞耻	/ʃeɪm/
regard	关于	/rɪˈɡɑːrd/
count	计数	/kaʊnt/
century	世纪	/ˈsɛntʃəri/
according	根据	/əˈkɔːrdɪŋ/
opposite	相反的	/ˈɑːpəzɪt/
especially	特别地	/ɪˈspɛʃəli/
childhood	童年	/ˈtʃaɪldhʊd/
consider	考虑	/kənˈsɪdər/
hold	拿着	/hoʊld/
textbook	教科书	/ˈtɛkstbʊk/
conversation	对话	/ˌkɑːnvərˈseɪʃən/
aloud	大声地	/əˈlaʊd/
pronunciation	发音	/prəˌnʌnsiˈeɪʃən/
sentence	句子	/ˈsɛntəns/
patient	耐心的	/ˈpeɪʃənt/
expression	表达	/ɪkˈsprɛʃən/
discover	发现	/dɪˈskʌvər/
secret	秘密	/ˈsiːkrɪt/
grammar	语法	/ˈɡræmər/
repeat	重复	/rɪˈpiːt/
note	注意	/noʊt/
pattern	模式	/ˈpætərn/
chemistry	化学	/ˈkɛmɪstri/
partner	伙伴	/ˈpɑːrtnər/
pronounce	发音	/prəˈnaʊns/
increase	增加	/ɪnˈkriːs/
speed	速度	/spiːd/
ability	能力	/əˈbɪləti/
brain	大脑	/breɪn/
active	活跃的	/ˈæktɪv/
attention	注意力	/əˈtɛnʃən/
connect	连接	/kəˈnɛkt/
review	复习	/rɪˈvjuː/
knowledge	知识	/ˈnɑːlɪdʒ/
wisely	明智地	/ˈwaɪzli/
lantern	灯笼	/ˈlæntərn/
stranger	陌生人	/ˈstreɪndʒər/
relative	亲戚	/ˈrɛlətɪv/
folk	民间的	/fəʊk/
goddess	女神	/ˈɡɑːdɪs/
steal	偷	/stil/
lay	放置	/leɪ/
garden	花园	/ˈɡɑːrdn/
admire	赞美	/ədˈmaɪr/
tie	领带	/taɪ/
trick	诡计	/trɪk/
treat	款待	/triːt/
spider	蜘蛛	/ˈspaɪdər/
christmas	圣诞节	/ˈkrɪsməs/
novel	小说	/ˈnɑːvl/
bookstore	书店	/ˈbʊkstɔːr/
dead	死的	/dɛd/
business	生意	/ˈbɪznɪs/
punish	惩罚	/ˈpʌnɪʃ/
warn	警告	/wɔːrn/
present	礼物	/ˈprɛznt/
warmth	温暖	/wɔːrmθ/
spread	传播	/sprɛd/
halloween	万圣节	/ˌhæloʊˈwin/
valentine's day	情人节	/ˈvæləntaɪnz deɪ/
santa	圣诞老人	/ˈsæntə/
restroom	洗手间	/ˈrɛstrum/
postcard	明信片	/ˈpoʊstkɑːrd/
washroom	洗手间	/ˈwɑːʃrum/
bathroom	浴室	/ˈbæθrum/
suggest	建议	/səˈdʒɛst/
staff	员工	/stæf/
central	中央的	/ˈsɛntrəl/
mail	邮件	/meɪl/
east	东方	/ist/
fascinating	迷人的	/ˈfæsɪneɪtɪŋ/
convenient	方便的	/kənˈviːniənt/
mall	商场	/mɔːl/
corner	角落	/ˈkɔːrnər/
polite	有礼貌的	/pəˈlaɪt/
politely	有礼貌地	/pəˈlaɪtli/
speaker	演讲者	/ˈspikər/
request	请求	/rɪˈkwest/
choice	选择	/tʃɔɪs/
direction	方向	/dəˈrɛkʃən/
correct	正确	/kəˈrɛkt/
direct	直接	/daɪˈrɛkt/
whom	谁	/hum/
address	地址	/əˈdrɛs/
faithfully	忠诚地	/ˈfeɪθfəli/
Italian	意大利的	/ɪˈtæljən/
humorous	幽默的	/ˈhjuːmərəs/
humble	谦虚的	/ˈhʌmbəl/
silent	沉默的	/ˈsaɪlənt/
helpful	有帮助的	/ˈhɛlpfəl/
background	背景	/ˈbækˌɡraʊnd/
interview	面试	/ˈɪntərˌvjuː/
asian	亚洲的	/ˈeɪʒən/
private	私人的	/ˈpraɪvət/
guard	守卫	/ɡɑːrd/
require	需要	/rɪˈkwaɪər/
British	英国的	/ˈbrɪtɪʃ/
speech	演讲	/spiːtʃ/
ant	蚂蚁	/ænt/
influence	影响	/ˈɪnfluəns/
seldom	很少	/ˈsɛldəm/
pride	自豪	/praɪd/
proud	骄傲	/praʊd/
fail	失败	/feɪl/
examination	考试	/ɪɡˌzæmɪˈneɪʃən/
exactly	确切地	/ɪɡˈzæktli/
grandson	孙子	/ˈɡrænsʌn/
general	一般	/ˈdʒɛnərəl/
introduction	介绍	/ˌɪntrəˈdʌkʃən/
material	材料	/məˈtɪriəl/
fork	叉子	/fɔːrk/
sliver	薄片	/ˈslɪvər/
glass	玻璃	/ɡlæs/
cotton	棉花	/ˈkɑːtn/
steel	钢铁	/stiːl/
grass	草	/ɡræs/
leaf	叶子	/liːf/
produce	生产	/prəˈduːs/
widely	广泛地	/ˈwaɪdli/
process	过程	/ˈprɑːsɛs/
France	法国	/fræns/
local	当地的	/ˈloʊkəl/
brand	品牌	/brænd/
avoid	避免	/əˈvɔɪd/
product	产品	/ˈprɑːdʌkt/
handbag	手提包	/ˈhændˌbæɡ/
mobile	手机	/ˈmoʊbəl/
Germany	德国	/ˈdʒɜːrməni/
surface	表面	/ˈsɜːrfɪs/
postman	邮递员	/ˈpoʊstmən/
cap	帽子	/kæp/
glove	手套	/ɡlʌv/
international	国际的	/ˌɪntərˈnæʃənəl/
competitor	竞争者	/kəmˈpetɪtər/
its	它的	/ɪts/
form	形式	/fɔːrm/
balloon	气球	/bəˈluːn/
lively	活泼的	/ˈlaɪvli/
heat	热	/hiːt/
complete	完成	/kəmˈpliːt/
Korea	韩国	/kəˈriːə/
Switzerland	瑞士	/ˈswɪtsərlənd/
electricity	电力	/ˌɪlɪkˈtrɪsəti/
style	风格	/staɪl/
project	项目	/ˈprɑːdʒekt/
pleasure	愉快	/ˈpleʒər/
zipper	拉链	/ˈzɪpər/
daily	每日的	/ˈdeɪli/
website	网站	/ˈwɛbsaɪt/
pioneer	先锋	/ˌpaɪəˈnɪr/
list	列表	/lɪst/
mention	提及	/ˈmɛnʃən/
nearly	几乎	/ˈnɪrli/
smell	气味	/smɛl/
doubt	怀疑	/daʊt/
without	没有	/wɪˈðaʊt/
translate	翻译	/trænsˈleɪt/
lock	锁	/lɑːk/
earthquake	地震	/ˈɜːrθkweɪk/
sudden	突然的	/ˈsʌdn/
cookie	饼干	/ˈkʊki/
instrument	乐器	/ˈɪnstrəmənt/
customer	顾客	/ˈkʌstəmər/
Canadian	加拿大的	/kəˈneɪdiən/
divide	分割	/dɪˈvaɪd/
purpose	目的	/ˈpɜːrpəs/
basket	篮子	/ˈbæskɪt/
hero	英雄	/ˈhɪroʊ/
Berlin	柏林	/bɜːrˈlɪn/
NBA	美国职业篮球联赛	/ˌɛnˌbiːˈeɪ/
CBA	中国篮球协会	/ˌsiːˌbiːˈeɪ/
teenagers	青少年	/ˈtiːneɪdʒərz/
smoke	烟	/sməʊk/
license	许可证	/ˈlaɪsəns/
safety	安全	/ˈseɪfti/
earring	耳环	/ˈɪrɪŋ/
cry	哭	/kraɪ/
field	领域	/fiːld/
hug	拥抱	/hʌɡ/
lift	举起	/lɪft/
awful	可怕的	/ˈɔːfəl/
teen	青少年	/tiːn/
poem	诗	/ˈpoʊəm/
community	社区	/kəˈmjuːnəti/
chance	机会	/tʃæns/
manage	管理	/ˈmænɪdʒ/
society	社会	/səˈsaɪəti/
unit	单位	/ˈjuːnɪt/
educate	教育	/ˈɛdʒəkeɪt/
professional	专业的	/prəˈfɛʃənl/
enter	进入	/ˈɛntər/
support	支持	/səˈpɔːrt/
Picasso	毕加索	/pɪˈkɑːsoʊ/
truck	卡车	/trʌk/
rabbit	兔子	/ˈræbɪt/
whose	谁的	/huz/
attend	参加	/əˈtɛnd/
valuable	有价值的	/ˈvæljuəbl/
pink	粉红色	/pɪŋk/
somebody	某人	/ˈsʌmbɑːdi/
anybody	任何人	/ˈɛniˌbɑːdi/
noise	噪音	/nɔɪz/
policeman	警察	/pəˈliːsmən/
wolf	狼	/wʊlf/
coat	外套	/koʊt/
sleepy	困倦的	/ˈsliːpi/
pocket	口袋	/ˈpɑːkɪt/
alien	外星人	/ˈeɪliən/
suit	西装	/suːt/
express	表达	/ɪkˈsprɛs/
circle	圆圈	/ˈsɜːrkl/
Britain	英国	/ˈbrɪtn/
receive	收到	/rɪˈsiːv/
leader	领导	/ˈlidər/
midsummer	仲夏	/ˈmɪdˈsʌmər/
medical	医疗的	/ˈmɛdɪkl/
prevent	防止	/prɪˈvɛnt/
energy	能量	/ˈɛnərdʒi/
position	位置	/pəˈzɪʃən/
honor	荣誉	/ˈɑːnər/
ancestor	祖先	/ˈænsɛstər/
victory	胜利	/ˈvɪktəri/
enemy	敌人	/ˈɛnəmi/
period	时期	/ˈpɪriəd/
mystery	神秘	/ˈmɪstəri/
prefer	更喜欢	/prɪˈfɜːr/
lyrics	歌词	/ˈlɪrɪks/
Australian	澳大利亚的	/ɒˈstreɪliən/
electronic	电子的	/ɪˌlɛkˈtrɒnɪk/
suppose	假设	/səˈpoʊz/
smooth	光滑的	/smuːð/
spare	多余的	/spɛər/
case	情况	/keɪs/
war	战争	/wɔːr/
director	导演	/dəˈrɛktər/
dialogue	对话	/ˈdaɪəˌlɔɡ/
drama	戏剧	/ˈdrɑːmə/
plenty	充足的	/ˈplɛnti/
superhero	超级英雄	/ˈsupərˌhiroʊ/
intelligent	聪明的	/ɪnˈtɛlədʒənt/
sense	感觉	/sɛns/
pain	疼痛	/peɪn/
reflect	反映	/rɪˈflɛkt/
perform	表演	/pərˈfɔrm/
pity	可惜	/ˈpɪti/
total	总的	/ˈtoʊtəl/
master	主人	/ˈmæstər/
national	国家的	/ˈnæʃənəl/
recall	回忆	/rɪˈkɔːl/
wound	伤口	/wund/
Titanic	泰坦尼克号	/taɪˈtænɪk/
you're	你是	/jʊr/
custom	习俗	/ˈkʌstəm/
kiss	亲吻	/kɪs/
greet	问候	/ɡrit/
value	价值	/ˈvæljuː/
everyday	每天的	/ˈɛvriˌdeɪ/
capital	首都	/ˈkæpɪtl/
mad	疯狂的	/mæd/
traffic	交通	/ˈtræfɪk/
passport	护照	/ˈpæspɔːrt/
blackboard	黑板	/ˈblækˌbɔːrd/
northern	北方的	/ˈnɔːrðərn/
season	季节	/ˈsiːzən/
eastern	东方的	/ˈiːstərn/
worth	值得	/wɜrθ/
manner	方式	/ˈmænər/
